age,gender,marital_status,monthly_income,living_expenses,current_debt,asset_value,dependents,housing_status,loan_amount,purpose,loan_term_months,repayment_method,package_id,is_on_time_payment
35,male,single,121.6,32.1,301.0,2461.0,1,own,4468,bds,163,installment,3,0
30,female,single,148.1,40.4,84.0,13027.0,2,own,1009,tieu_dung,27,interest_only,7,1
59,male,single,128.6,21.6,564.0,5383.0,3,stay_with_parents,6200,kinh_doanh,119,interest_only,8,1
26,female,divorced,26.8,5.0,27.0,2612.0,1,own,1568,tieu_dung,35,interest_only,7,0
30,female,divorced,59.3,17.2,3.0,1848.0,2,rent,2288,tieu_dung,41,installment,6,0
54,female,married,50.2,8.4,221.0,410.0,3,own,1904,o_to,66,interest_only,4,0
23,female,married,42.6,12.3,187.0,1650.0,0,own,1122,o_to,15,installment,5,0
31,female,married,206.6,45.9,301.0,2588.0,3,stay_with_parents,4826,tieu_dung,22,installment,6,0
29,male,divorced,74.7,21.2,177.0,7364.0,1,own,2829,tieu_dung,17,interest_only,7,1
49,male,divorced,121.6,37.8,229.0,1945.0,3,own,1553,kinh_doanh,58,installment,8,1
51,male,single,71.9,16.3,6.0,3451.0,2,rent,9803,bds,171,interest_only,1,0
25,female,divorced,120.5,28.2,590.0,8104.0,1,stay_with_parents,5106,bds,186,installment,3,1
27,female,single,91.2,14.8,312.0,864.0,2,rent,8327,bds,127,interest_only,3,0
23,female,single,46.6,14.7,160.0,416.0,0,own,2244,tieu_dung,18,interest_only,6,0
30,male,single,170.2,37.6,363.0,16020.0,1,own,4912,kinh_doanh,50,installment,8,0
66,female,single,193.1,41.1,292.0,2987.0,3,own,3883,tieu_dung,7,installment,7,0
30,female,divorced,142.1,25.6,196.0,1556.0,2,own,5429,kinh_doanh,90,interest_only,8,1
68,male,single,106.4,22.3,289.0,2375.0,2,rent,9274,o_to,49,interest_only,4,0
43,male,divorced,175.8,59.3,387.0,4054.0,2,own,3008,o_to,62,interest_only,4,0
33,female,divorced,132.7,46.4,55.0,8340.0,0,rent,6574,o_to,38,installment,5,0
55,male,divorced,143.0,24.7,102.0,7967.0,1,stay_with_parents,7876,o_to,39,installment,5,0
21,female,divorced,87.1,22.9,256.0,1976.0,3,rent,4018,bds,78,interest_only,1,1
54,male,single,121.4,33.8,375.0,9980.0,3,own,1305,tieu_dung,16,installment,6,0
25,male,divorced,36.1,5.7,132.0,1143.0,1,own,936,bds,213,installment,1,1
70,male,single,125.2,21.0,118.0,7684.0,1,own,2744,bds,313,installment,3,1
24,female,divorced,79.1,14.7,341.0,7396.0,0,own,6079,bds,198,installment,1,0
60,female,divorced,68.5,20.1,6.0,6799.0,3,own,3744,tieu_dung,28,installment,6,0
31,female,married,152.1,39.3,434.0,3572.0,3,own,9501,o_to,42,interest_only,4,0
35,female,single,189.4,42.9,780.0,14619.0,0,own,3791,o_to,38,installment,5,1
63,female,married,140.6,45.2,484.0,9415.0,2,rent,4629,tieu_dung,42,installment,6,0
40,female,divorced,175.9,42.8,506.0,7548.0,3,stay_with_parents,6817,kinh_doanh,65,installment,8,0
34,female,single,195.6,66.8,343.0,15329.0,1,own,9398,tieu_dung,60,installment,6,0
70,male,divorced,57.9,15.3,164.0,3607.0,3,own,1229,bds,133,interest_only,2,1
52,female,divorced,68.4,17.9,180.0,5630.0,3,rent,9854,kinh_doanh,12,installment,8,0
32,female,single,115.0,17.7,334.0,9268.0,1,own,3002,bds,327,installment,3,1
51,male,married,151.2,42.5,260.0,15058.0,0,own,3336,kinh_doanh,57,interest_only,8,1
49,male,single,123.3,24.7,89.0,2333.0,2,own,1895,tieu_dung,59,interest_only,6,1
38,male,married,62.4,20.0,14.0,538.0,2,own,2616,o_to,37,installment,4,0
42,male,divorced,61.4,19.5,197.0,4733.0,3,own,5545,kinh_doanh,116,installment,8,0
57,male,divorced,197.2,30.2,368.0,8813.0,0,stay_with_parents,5283,o_to,34,installment,5,0
60,male,divorced,34.0,7.9,120.0,2524.0,1,rent,920,o_to,53,installment,5,0
49,female,married,133.1,29.3,64.0,12334.0,2,own,2645,bds,168,interest_only,10,1
29,male,divorced,109.5,28.5,238.0,10249.0,3,own,1029,o_to,33,interest_only,5,1
27,female,married,34.3,6.4,161.0,1947.0,1,rent,1192,bds,119,installment,10,1
58,female,divorced,76.8,16.8,237.0,1181.0,2,own,2401,o_to,80,installment,4,1
40,male,married,78.4,21.8,271.0,5348.0,2,own,3321,kinh_doanh,33,installment,8,0
30,male,single,149.8,23.5,240.0,14455.0,0,stay_with_parents,5414,bds,325,installment,3,1
35,male,single,132.4,30.9,225.0,9960.0,3,own,1149,bds,308,interest_only,3,1
19,male,divorced,115.2,40.0,60.0,1274.0,0,own,8178,tieu_dung,20,installment,7,0
24,female,single,84.5,25.4,305.0,7097.0,0,rent,9797,o_to,59,interest_only,4,0
37,female,married,66.1,13.1,107.0,2048.0,2,stay_with_parents,2469,kinh_doanh,115,installment,8,1
50,female,divorced,126.8,34.4,392.0,2695.0,0,own,1940,o_to,20,interest_only,5,0
65,male,divorced,159.6,52.6,47.0,13334.0,0,own,7998,o_to,23,installment,5,0
63,female,married,84.7,21.1,388.0,1711.0,2,own,9216,bds,139,interest_only,1,0
35,female,married,135.5,39.7,338.0,9366.0,0,stay_with_parents,5889,bds,170,interest_only,1,1
58,female,single,81.8,23.6,304.0,7750.0,0,own,6505,bds,198,interest_only,3,1
70,female,divorced,96.8,18.9,72.0,6269.0,0,own,6337,o_to,55,interest_only,4,1
59,male,married,142.6,45.8,696.0,9129.0,1,rent,2331,tieu_dung,28,installment,7,0
30,male,married,164.8,31.0,156.0,12915.0,0,rent,2262,kinh_doanh,40,interest_only,9,1
36,male,married,154.8,34.4,725.0,5522.0,3,own,2606,o_to,37,installment,4,1
41,female,married,45.5,11.0,166.0,3887.0,1,rent,561,o_to,21,interest_only,5,0
23,female,divorced,100.2,21.5,252.0,3735.0,1,own,3381,o_to,76,interest_only,4,0
45,male,single,199.4,69.8,498.0,3302.0,3,own,2280,o_to,82,installment,4,1
61,female,divorced,178.8,56.4,549.0,11002.0,2,own,4055,tieu_dung,32,installment,7,0
32,male,divorced,96.8,19.5,100.0,6794.0,0,own,5967,bds,277,installment,1,1
54,male,married,189.1,41.0,883.0,16148.0,2,stay_with_parents,2864,kinh_doanh,58,interest_only,8,1
65,female,divorced,156.8,32.1,580.0,1338.0,0,rent,3247,kinh_doanh,87,installment,8,1
70,female,divorced,55.7,15.6,36.0,3901.0,1,stay_with_parents,2992,tieu_dung,24,interest_only,7,0
50,female,single,93.4,26.7,415.0,5870.0,2,stay_with_parents,3923,bds,281,installment,1,1
63,female,divorced,151.2,42.9,250.0,11282.0,3,stay_with_parents,5798,tieu_dung,53,installment,6,0
33,male,married,133.5,41.3,608.0,2990.0,0,own,5585,tieu_dung,51,interest_only,6,1
23,male,single,85.4,19.4,368.0,2568.0,0,stay_with_parents,5778,kinh_doanh,100,installment,8,0
41,female,single,91.2,21.4,153.0,6290.0,1,rent,9742,kinh_doanh,86,installment,8,0
64,female,divorced,197.6,55.3,28.0,13798.0,2,rent,3242,kinh_doanh,72,installment,8,1
21,female,married,106.2,31.4,476.0,9621.0,0,stay_with_parents,7338,tieu_dung,31,interest_only,7,0
54,female,single,76.9,16.4,118.0,3109.0,2,own,7830,tieu_dung,21,interest_only,7,0
43,male,single,211.7,46.7,833.0,18665.0,1,rent,1437,o_to,52,interest_only,5,1
51,female,divorced,196.1,47.6,540.0,17605.0,2,own,9174,kinh_doanh,25,interest_only,8,1
50,female,married,171.4,35.4,208.0,4858.0,0,stay_with_parents,3036,tieu_dung,7,interest_only,7,1
58,female,divorced,139.6,29.1,363.0,9926.0,1,own,5452,tieu_dung,24,installment,6,0
42,male,single,218.9,63.8,134.0,20259.0,2,own,9922,bds,209,interest_only,3,0
57,male,divorced,39.2,13.4,65.0,2743.0,3,own,1571,kinh_doanh,42,installment,8,0
39,female,single,159.3,28.2,681.0,5584.0,0,own,5241,o_to,70,installment,4,1
39,male,divorced,150.6,47.5,544.0,7402.0,0,own,1660,tieu_dung,15,installment,7,0
69,female,divorced,115.9,29.1,146.0,4426.0,1,rent,4130,tieu_dung,8,installment,7,0
65,male,single,116.2,38.4,356.0,10219.0,3,own,3052,bds,146,installment,3,0
21,female,married,77.6,11.8,115.0,3546.0,3,rent,3602,kinh_doanh,37,interest_only,8,0
57,female,divorced,152.1,40.9,648.0,1540.0,0,stay_with_parents,4471,kinh_doanh,116,interest_only,8,1
56,female,divorced,88.1,22.7,401.0,1152.0,1,own,9905,kinh_doanh,22,installment,8,0
30,female,single,126.6,28.2,505.0,785.0,0,stay_with_parents,2359,tieu_dung,46,installment,6,1
42,female,married,96.9,22.5,402.0,3438.0,2,stay_with_parents,3095,tieu_dung,57,interest_only,6,1
24,male,married,96.9,14.5,384.0,6310.0,0,stay_with_parents,9930,bds,287,interest_only,3,0
43,male,divorced,69.8,21.1,279.0,6504.0,0,own,2128,tieu_dung,21,interest_only,7,0
53,male,single,174.1,50.5,689.0,2736.0,2,rent,7754,bds,115,interest_only,1,1
26,female,married,113.9,27.9,92.0,7000.0,3,own,2377,o_to,53,installment,4,1
59,male,married,75.0,12.6,225.0,4912.0,3,own,1940,bds,212,interest_only,10,1
41,female,single,159.5,33.1,398.0,13052.0,1,own,7762,kinh_doanh,28,installment,8,0
55,female,single,154.8,34.6,754.0,4469.0,1,own,6027,o_to,14,interest_only,5,0
63,female,married,101.1,34.6,171.0,1478.0,3,rent,3224,bds,265,installment,1,1
49,male,married,55.5,10.9,156.0,3929.0,3,own,983,o_to,12,installment,5,0
21,male,divorced,122.4,27.5,240.0,4510.0,3,own,8092,bds,198,interest_only,3,1
56,female,divorced,191.6,48.6,179.0,2028.0,2,own,3427,kinh_doanh,107,interest_only,8,0
58,male,divorced,109.7,27.7,403.0,8714.0,0,stay_with_parents,1222,kinh_doanh,35,interest_only,9,1
66,male,single,46.5,12.8,121.0,4057.0,2,rent,2698,tieu_dung,30,interest_only,7,0
65,female,divorced,65.2,10.3,34.0,1488.0,1,own,2016,tieu_dung,31,interest_only,7,0
62,male,divorced,70.9,21.8,77.0,2023.0,0,stay_with_parents,1437,kinh_doanh,46,interest_only,9,1
53,male,married,68.4,11.0,163.0,2532.0,2,rent,8010,kinh_doanh,107,installment,8,0
62,female,married,95.3,27.0,409.0,530.0,2,own,9219,tieu_dung,24,installment,7,0
19,male,divorced,100.2,24.1,377.0,6726.0,2,own,1768,tieu_dung,11,interest_only,6,1
42,male,single,184.6,55.3,899.0,7118.0,2,own,1334,kinh_doanh,61,interest_only,8,0
37,male,married,46.3,11.0,110.0,2478.0,1,rent,994,tieu_dung,19,interest_only,6,0
54,male,single,177.3,38.6,554.0,4316.0,0,rent,4795,kinh_doanh,41,interest_only,8,1
52,female,single,112.5,22.5,105.0,1443.0,0,stay_with_parents,8790,tieu_dung,10,interest_only,6,0
62,male,single,170.2,44.3,192.0,14734.0,2,stay_with_parents,2949,bds,222,installment,10,1
29,male,divorced,59.9,16.7,118.0,5530.0,1,own,834,o_to,32,installment,5,0
61,male,married,159.7,50.9,420.0,2565.0,1,rent,6755,kinh_doanh,70,installment,8,0
42,male,married,90.9,30.5,313.0,5354.0,3,own,9141,o_to,18,installment,4,0
47,female,married,94.7,22.7,442.0,2366.0,1,rent,7108,bds,70,interest_only,1,0
25,male,single,113.5,25.4,22.0,3375.0,0,own,8396,o_to,24,installment,4,0
40,male,divorced,138.1,33.4,393.0,8504.0,3,own,9848,kinh_doanh,53,interest_only,8,0
69,female,married,174.3,33.0,666.0,15831.0,3,own,9278,o_to,39,installment,4,0
68,male,divorced,95.2,30.4,308.0,2571.0,1,own,7140,kinh_doanh,61,interest_only,8,0
51,female,single,161.9,51.2,303.0,7049.0,3,own,5380,bds,290,installment,1,1
45,female,divorced,68.7,14.1,68.0,883.0,1,rent,3760,bds,181,installment,3,1
46,female,divorced,124.3,37.1,129.0,4668.0,1,rent,5779,bds,288,interest_only,3,1
30,male,divorced,204.4,41.6,457.0,13064.0,3,own,1186,bds,175,installment,3,1
62,female,divorced,127.4,39.4,497.0,3400.0,3,own,4520,bds,167,interest_only,1,0
59,male,divorced,186.9,49.7,118.0,7112.0,0,own,9664,kinh_doanh,13,installment,8,0
53,male,divorced,141.0,22.9,321.0,4765.0,3,own,5703,bds,299,interest_only,1,0
67,female,married,134.0,25.9,112.0,10643.0,2,rent,1698,tieu_dung,42,installment,6,0
58,male,married,101.0,26.5,240.0,1865.0,2,stay_with_parents,5562,kinh_doanh,117,installment,8,1
62,female,divorced,68.6,11.6,213.0,5323.0,1,own,3013,tieu_dung,8,interest_only,7,1
18,female,divorced,63.4,19.7,191.0,6232.0,2,rent,6253,tieu_dung,24,installment,7,1
21,female,married,46.7,8.1,170.0,4027.0,2,own,1076,bds,316,installment,3,1
70,female,married,106.2,27.8,355.0,3670.0,0,own,7699,bds,272,interest_only,3,1
37,female,divorced,156.8,46.3,156.0,2266.0,1,own,6776,kinh_doanh,37,installment,8,0
23,female,single,86.9,29.6,254.0,5299.0,3,stay_with_parents,3795,bds,187,installment,1,1
60,female,married,176.6,53.6,564.0,9121.0,1,own,4752,kinh_doanh,64,interest_only,8,0
43,female,single,38.9,6.9,4.0,2429.0,3,own,2842,kinh_doanh,77,interest_only,8,0
28,male,married,63.2,17.2,165.0,4879.0,2,stay_with_parents,3929,bds,276,installment,1,1
45,male,divorced,185.7,31.6,245.0,10478.0,3,rent,2289,o_to,48,installment,4,1
48,female,married,141.9,27.0,420.0,5795.0,1,rent,1219,bds,305,interest_only,3,1
56,female,married,47.1,13.6,217.0,3302.0,0,own,1888,bds,131,installment,3,1
19,female,divorced,60.8,14.1,166.0,1882.0,2,rent,4030,bds,347,installment,3,0
39,male,married,86.9,17.6,357.0,7091.0,3,stay_with_parents,3455,kinh_doanh,41,installment,8,0
35,male,divorced,57.3,9.5,149.0,1609.0,2,own,1745,bds,155,interest_only,10,0
31,male,married,184.2,31.2,323.0,8471.0,3,own,4860,bds,191,installment,1,1
45,female,single,152.9,23.6,7.0,6949.0,1,own,1719,tieu_dung,20,interest_only,6,1
48,female,married,116.4,25.1,238.0,3232.0,0,own,1972,kinh_doanh,70,installment,8,1
32,male,divorced,83.1,21.9,204.0,2229.0,3,rent,8569,kinh_doanh,82,installment,8,0
21,female,divorced,59.8,18.0,89.0,2161.0,1,own,2500,tieu_dung,27,interest_only,7,0
70,male,married,173.6,45.2,116.0,11627.0,1,rent,9355,o_to,53,interest_only,5,0
34,male,single,176.7,49.8,748.0,12556.0,1,own,3768,bds,146,installment,3,1
59,female,married,64.0,10.2,146.0,2172.0,2,own,6553,tieu_dung,31,installment,7,0
63,female,divorced,138.0,40.9,669.0,11700.0,0,stay_with_parents,2718,bds,79,interest_only,2,1
51,male,single,134.5,43.3,76.0,12064.0,3,rent,7356,tieu_dung,31,installment,7,0
49,female,married,99.0,22.0,301.0,8387.0,3,own,4276,tieu_dung,57,interest_only,6,1
45,male,divorced,181.4,37.6,386.0,3092.0,2,own,5500,tieu_dung,17,interest_only,7,0
25,male,single,111.1,17.6,154.0,2665.0,1,own,3881,o_to,33,installment,5,0
68,female,single,185.9,52.7,64.0,9471.0,1,own,2565,kinh_doanh,78,installment,8,1
19,female,single,38.7,11.8,61.0,3310.0,1,own,2264,o_to,65,installment,4,0
70,female,divorced,50.7,8.5,171.0,3507.0,2,own,406,o_to,51,installment,5,1
46,female,divorced,182.2,46.1,186.0,8872.0,0,rent,9517,kinh_doanh,23,interest_only,8,0
47,female,divorced,132.7,34.5,197.0,4566.0,2,rent,8278,bds,95,interest_only,1,0
61,female,divorced,100.0,17.8,16.0,7795.0,3,stay_with_parents,6804,tieu_dung,13,interest_only,6,0
31,male,divorced,139.8,47.7,122.0,8302.0,0,own,8284,bds,345,interest_only,3,1
44,female,divorced,66.0,18.9,157.0,1588.0,3,rent,5718,tieu_dung,19,interest_only,7,0
58,female,married,117.7,38.1,501.0,2246.0,3,own,9611,tieu_dung,16,interest_only,6,0
67,female,divorced,117.9,38.8,428.0,4626.0,2,own,6631,kinh_doanh,74,interest_only,8,0
21,male,divorced,59.1,18.8,240.0,3781.0,3,own,345,tieu_dung,42,installment,6,1
52,male,single,34.4,12.0,139.0,1228.0,3,own,1767,tieu_dung,59,installment,6,0
51,male,single,78.6,24.1,33.0,6246.0,2,stay_with_parents,3786,kinh_doanh,53,installment,8,0
18,female,married,115.7,22.0,502.0,2684.0,2,own,3452,bds,255,installment,1,1
50,male,married,157.6,36.8,141.0,9009.0,2,own,1639,kinh_doanh,79,installment,8,1
25,male,single,84.9,15.4,165.0,6200.0,1,rent,7340,bds,142,installment,3,0
69,male,single,96.9,18.7,233.0,4146.0,3,own,9905,bds,351,installment,3,0
50,female,married,52.3,15.2,3.0,462.0,0,own,1115,kinh_doanh,52,interest_only,8,1
53,male,single,166.5,46.2,565.0,16175.0,1,own,3846,bds,219,installment,1,1
35,male,single,153.3,26.3,384.0,3799.0,3,own,1782,tieu_dung,27,installment,6,1
68,male,divorced,98.8,34.3,211.0,966.0,3,stay_with_parents,2363,o_to,58,installment,4,0
21,male,married,20.7,5.7,79.0,690.0,0,own,454,kinh_doanh,58,interest_only,9,1
38,female,divorced,189.4,60.4,29.0,14278.0,0,rent,3554,tieu_dung,13,interest_only,7,1
63,female,married,185.3,49.7,722.0,3723.0,0,stay_with_parents,7258,bds,173,interest_only,1,1
54,female,married,122.3,30.9,200.0,10746.0,0,stay_with_parents,6887,kinh_doanh,97,installment,8,0
67,female,single,93.7,23.6,171.0,6674.0,0,own,5900,bds,248,installment,1,1
58,male,divorced,121.1,18.8,178.0,5858.0,1,own,7848,o_to,51,interest_only,5,0
43,female,divorced,52.5,17.5,117.0,2199.0,2,own,371,o_to,60,interest_only,4,0
30,female,married,173.0,42.9,637.0,3911.0,3,own,1116,bds,71,installment,1,1
60,male,married,142.7,45.9,674.0,8073.0,2,own,5172,kinh_doanh,112,installment,8,1
22,male,divorced,45.1,15.8,142.0,748.0,3,own,1518,kinh_doanh,96,interest_only,8,1
70,female,single,65.4,10.0,317.0,429.0,0,own,6087,o_to,59,interest_only,5,0
65,female,married,106.0,24.4,349.0,4078.0,2,own,8418,kinh_doanh,32,interest_only,8,0
28,female,single,81.8,24.2,93.0,7929.0,2,own,1210,o_to,50,installment,5,1
36,male,married,137.9,32.3,275.0,5354.0,3,own,3568,bds,185,interest_only,1,1
30,male,single,144.7,24.2,341.0,4762.0,1,own,3669,o_to,48,interest_only,5,0
26,female,divorced,40.9,9.4,39.0,2241.0,2,own,1579,tieu_dung,27,installment,7,0
68,male,married,123.5,30.8,422.0,5387.0,0,rent,7805,bds,258,interest_only,1,0
27,female,married,102.6,34.8,304.0,9514.0,3,stay_with_parents,4977,kinh_doanh,75,interest_only,8,0
43,female,married,66.1,17.6,206.0,3928.0,2,stay_with_parents,8020,bds,250,interest_only,1,0
44,female,divorced,204.6,43.8,535.0,12168.0,0,own,1505,kinh_doanh,38,installment,8,1
63,female,married,179.3,29.8,646.0,2165.0,3,own,4585,o_to,41,interest_only,5,1
25,male,married,45.2,13.1,35.0,1483.0,3,own,598,bds,195,installment,1,1
56,female,divorced,57.4,14.7,6.0,3251.0,2,own,1553,kinh_doanh,50,interest_only,9,1
23,female,divorced,24.3,7.0,27.0,226.0,2,own,1997,bds,113,interest_only,2,0
56,male,divorced,94.6,26.2,114.0,6722.0,3,stay_with_parents,8084,tieu_dung,36,installment,7,0
52,male,married,37.6,8.9,147.0,2780.0,2,stay_with_parents,1306,bds,182,interest_only,10,1
49,female,single,103.8,29.7,117.0,7897.0,3,own,9736,o_to,82,interest_only,4,0
29,female,divorced,79.1,12.0,135.0,4945.0,2,rent,8492,kinh_doanh,71,interest_only,8,0
69,female,divorced,118.6,28.2,195.0,3325.0,1,rent,5022,kinh_doanh,68,installment,8,0
50,male,single,62.8,16.8,136.0,5756.0,3,stay_with_parents,3866,kinh_doanh,84,installment,8,0
55,female,single,58.3,18.1,157.0,530.0,1,own,1346,o_to,33,installment,4,0
63,female,single,124.7,35.4,239.0,4806.0,2,stay_with_parents,2897,tieu_dung,32,interest_only,7,1
39,female,divorced,151.6,51.8,94.0,12476.0,3,own,2079,kinh_doanh,16,installment,9,0
55,male,married,37.0,9.2,139.0,2582.0,2,own,1132,bds,207,installment,10,1
66,female,single,33.5,9.6,35.0,1120.0,0,own,714,tieu_dung,31,interest_only,7,0
54,female,married,150.7,51.9,377.0,14718.0,0,stay_with_parents,6575,kinh_doanh,114,installment,8,0
26,male,single,88.3,24.9,314.0,3727.0,3,rent,7001,kinh_doanh,95,interest_only,8,0
51,female,divorced,174.3,44.9,488.0,13433.0,2,own,7498,tieu_dung,14,interest_only,7,1
45,female,divorced,97.9,15.2,424.0,4684.0,3,rent,5075,bds,105,interest_only,1,1
58,male,single,93.2,21.9,444.0,2243.0,0,rent,2943,kinh_doanh,55,interest_only,8,0
39,female,married,90.0,22.6,170.0,3901.0,1,own,1822,kinh_doanh,84,installment,8,0
46,male,married,49.7,17.2,224.0,1488.0,1,own,2380,kinh_doanh,56,installment,8,0
27,female,divorced,116.1,31.7,348.0,5988.0,1,own,8358,bds,307,installment,3,1
68,male,single,146.7,31.1,427.0,2760.0,0,own,6532,bds,247,installment,3,1
62,male,married,110.1,20.9,147.0,6593.0,0,own,4472,o_to,54,installment,5,0
65,male,married,193.0,51.9,748.0,14446.0,2,own,7378,o_to,23,interest_only,5,0
64,female,single,146.4,51.0,472.0,12168.0,2,own,6188,o_to,52,installment,5,0
32,female,married,180.5,60.4,291.0,15088.0,3,own,4260,bds,346,interest_only,3,1
18,female,divorced,62.0,19.8,121.0,6006.0,1,own,7571,o_to,19,installment,5,0
37,male,married,74.2,14.5,343.0,6914.0,0,rent,9636,o_to,57,interest_only,5,0
65,male,divorced,118.3,37.1,389.0,5766.0,1,own,9116,kinh_doanh,100,interest_only,8,0
58,male,single,178.3,44.3,679.0,10073.0,3,own,7285,o_to,26,interest_only,5,0
39,male,married,69.5,15.6,34.0,656.0,2,stay_with_parents,4387,bds,265,installment,1,1
46,female,divorced,70.3,21.1,120.0,3982.0,0,own,6213,o_to,40,installment,4,0
51,male,single,180.0,49.1,760.0,17810.0,3,rent,9393,tieu_dung,7,installment,6,0
64,female,single,167.7,39.5,392.0,13127.0,3,own,8983,bds,288,installment,3,1
32,male,divorced,212.2,45.3,1035.0,5453.0,0,stay_with_parents,8322,o_to,68,installment,4,0
65,male,single,185.2,46.7,328.0,4574.0,2,rent,4243,o_to,12,installment,5,0
54,female,single,105.8,27.4,466.0,1633.0,3,rent,4051,tieu_dung,21,installment,7,0
58,female,single,60.2,15.1,24.0,3959.0,2,own,2118,o_to,13,interest_only,4,0
32,male,married,59.1,14.9,236.0,4038.0,3,own,2492,bds,86,interest_only,2,0
30,male,married,70.8,18.2,322.0,3565.0,3,own,4954,o_to,20,installment,5,0
66,male,single,85.3,22.4,199.0,4843.0,3,own,7090,kinh_doanh,63,installment,8,0
52,male,divorced,170.6,54.4,630.0,2910.0,2,stay_with_parents,8868,tieu_dung,8,installment,7,0
42,female,single,209.8,53.6,206.0,17844.0,2,stay_with_parents,3286,kinh_doanh,113,interest_only,8,0
59,male,single,168.4,47.5,618.0,4819.0,1,stay_with_parents,2080,kinh_doanh,50,interest_only,9,1
49,male,divorced,72.4,20.0,153.0,2032.0,0,own,5208,bds,194,installment,3,0
38,male,divorced,75.5,20.3,122.0,1773.0,3,own,9255,bds,245,installment,3,0
51,male,divorced,178.0,58.8,791.0,12108.0,0,own,1004,o_to,36,installment,5,1
18,male,single,64.8,18.0,79.0,6104.0,2,own,8418,bds,149,interest_only,1,0
35,female,single,84.4,23.9,304.0,4868.0,1,rent,2602,kinh_doanh,56,interest_only,9,0
46,female,single,123.6,18.7,430.0,5102.0,3,own,3551,kinh_doanh,117,installment,8,1
41,male,married,59.3,16.3,90.0,5816.0,0,rent,1767,o_to,41,interest_only,5,1
56,male,divorced,78.3,20.3,153.0,2972.0,2,own,2954,tieu_dung,6,installment,6,0
35,female,single,163.8,27.6,320.0,9605.0,3,rent,8645,o_to,42,installment,4,0
67,male,divorced,58.9,16.1,30.0,5387.0,3,own,2905,kinh_doanh,36,installment,9,0
43,male,married,69.4,15.4,124.0,601.0,3,own,1223,kinh_doanh,23,installment,9,0
64,female,single,69.7,21.5,255.0,2331.0,2,own,2253,kinh_doanh,37,interest_only,9,1
59,female,single,174.2,45.0,742.0,7564.0,1,own,6453,o_to,54,installment,4,0
69,male,single,120.0,41.0,212.0,8415.0,3,rent,2249,o_to,60,installment,4,1
59,female,married,189.3,32.9,146.0,14452.0,2,own,4342,o_to,36,installment,5,0
46,female,married,50.1,8.1,143.0,4751.0,1,rent,1314,bds,185,interest_only,3,1
24,female,divorced,99.6,20.5,89.0,8506.0,1,own,5003,o_to,25,installment,4,0
40,female,married,168.9,36.8,226.0,5280.0,2,own,4409,tieu_dung,25,installment,7,0
45,female,married,149.1,42.8,150.0,8257.0,3,own,9830,o_to,60,interest_only,5,0
54,male,single,96.0,33.6,229.0,3288.0,3,stay_with_parents,5660,o_to,55,installment,5,0
36,male,married,207.6,61.1,14.0,1418.0,1,own,5349,kinh_doanh,22,interest_only,8,1
39,female,divorced,132.7,41.2,14.0,903.0,0,stay_with_parents,4294,kinh_doanh,76,interest_only,8,0
56,male,divorced,119.7,26.2,210.0,859.0,3,own,9346,tieu_dung,18,installment,6,0
56,female,single,86.1,15.8,244.0,2047.0,0,own,8119,tieu_dung,28,installment,7,0
67,male,divorced,130.3,40.0,538.0,6736.0,2,own,2545,bds,151,interest_only,1,1
61,male,single,155.6,42.7,413.0,10575.0,2,own,9188,kinh_doanh,17,installment,8,0
67,female,married,35.9,10.9,26.0,2714.0,3,rent,340,bds,82,interest_only,2,1
59,female,divorced,43.2,8.7,50.0,579.0,0,own,640,tieu_dung,52,interest_only,6,1
24,female,divorced,95.1,29.1,333.0,8401.0,2,stay_with_parents,6264,kinh_doanh,17,installment,8,0
23,male,married,41.3,6.5,62.0,3850.0,1,own,352,tieu_dung,7,installment,6,0
56,male,single,113.3,34.9,540.0,4893.0,2,own,6969,bds,225,installment,1,0
55,female,divorced,142.5,34.6,330.0,11607.0,2,own,2485,o_to,25,interest_only,4,1
63,female,married,137.4,20.6,182.0,11195.0,2,own,3527,tieu_dung,34,installment,7,0
20,female,divorced,122.6,26.1,259.0,7514.0,3,own,6688,o_to,28,interest_only,5,1
55,male,single,68.3,18.2,311.0,3786.0,1,stay_with_parents,1119,kinh_doanh,32,interest_only,9,0
20,male,married,29.1,6.2,92.0,529.0,3,own,493,bds,106,installment,2,1
68,male,divorced,98.0,20.2,66.0,5654.0,2,own,5133,o_to,52,installment,5,0
36,female,married,54.0,13.5,263.0,2400.0,3,rent,2624,tieu_dung,46,installment,6,0
46,female,divorced,162.6,30.6,412.0,3244.0,1,rent,7774,o_to,38,installment,5,0
32,female,divorced,193.8,29.3,753.0,7304.0,2,own,1381,o_to,75,interest_only,4,1
35,female,divorced,119.7,29.7,471.0,2907.0,0,stay_with_parents,8687,o_to,76,installment,4,0
67,female,divorced,64.2,20.4,9.0,4394.0,3,own,7011,bds,144,installment,1,0
46,male,single,33.1,7.1,130.0,950.0,0,own,1191,o_to,58,interest_only,5,1
33,female,divorced,67.4,19.9,192.0,4054.0,2,rent,9296,tieu_dung,11,interest_only,6,0
55,male,married,60.8,9.6,72.0,3469.0,2,own,7624,o_to,18,installment,4,0
47,male,single,175.6,42.8,856.0,1189.0,3,own,3251,o_to,38,installment,4,1
24,female,divorced,48.2,14.4,147.0,1398.0,0,stay_with_parents,2747,kinh_doanh,19,interest_only,9,0
59,male,divorced,136.3,44.7,500.0,4915.0,3,own,9310,tieu_dung,8,interest_only,7,0
